,did_activity,did_interaction,is_AM,is_adult,color,on_ground
1476,True,False,1,1.0,1.0,1.0
1478,True,False,0,1.0,1.0,1.0
1479,True,False,0,1.0,1.0,1.0
1480,True,True,0,1.0,1.0,1.0
1481,True,False,1,0.0,1.0,1.0
1483,True,True,1,1.0,1.0,1.0
1484,True,True,0,1.0,1.0,1.0
1485,True,True,0,1.0,0.0,1.0
1486,True,False,0,1.0,1.0,0.0
1487,True,True,1,1.0,1.0,1.0
1488,True,True,0,1.0,1.0,0.0
1489,True,False,0,1.0,1.0,1.0
1490,True,False,1,1.0,1.0,1.0
1491,True,True,1,1.0,2.0,1.0
1492,True,False,1,1.0,1.0,1.0
1493,True,False,1,0.0,1.0,1.0
1494,True,False,1,1.0,1.0,0.0
1495,True,False,0,1.0,1.0,1.0
1496,True,False,0,1.0,1.0,1.0
1497,True,True,1,1.0,1.0,1.0
1498,True,True,1,1.0,1.0,1.0
1499,True,True,1,1.0,1.0,0.0
1501,True,True,1,1.0,1.0,1.0
1502,True,False,0,1.0,1.0,0.0
1503,True,False,0,1.0,1.0,0.0
1504,True,False,0,1.0,2.0,1.0
1505,False,False,0,1.0,1.0,0.0
1506,True,True,1,1.0,1.0,0.0
1507,False,True,0,1.0,1.0,0.0
1508,True,True,1,1.0,1.0,1.0
1509,True,True,0,1.0,1.0,1.0
1510,True,True,1,1.0,1.0,1.0
1511,True,False,1,1.0,1.0,0.0
1512,True,False,0,1.0,2.0,1.0
1513,True,True,0,1.0,1.0,1.0
1514,True,False,0,1.0,1.0,1.0
1515,True,False,1,1.0,0.0,0.0
1516,True,False,1,1.0,1.0,0.0
1517,True,False,1,1.0,1.0,0.0
1518,True,True,0,1.0,1.0,1.0
1519,True,True,0,1.0,1.0,1.0
1520,True,True,1,1.0,1.0,1.0
1521,True,False,0,1.0,1.0,0.0
1522,True,True,0,0.0,1.0,1.0
1523,True,True,0,0.0,1.0,1.0
1524,True,False,0,1.0,1.0,1.0
1525,True,False,0,1.0,1.0,1.0
1526,True,False,0,1.0,1.0,0.0
1527,True,False,1,0.0,0.0,1.0
1528,True,True,1,1.0,1.0,1.0
1529,True,False,0,1.0,1.0,0.0
1530,True,True,0,0.0,1.0,1.0
1531,True,False,0,1.0,1.0,1.0
1532,True,True,0,1.0,1.0,1.0
1533,True,True,1,1.0,1.0,1.0
1534,True,False,0,1.0,1.0,0.0
1535,True,False,0,1.0,2.0,1.0
1536,True,False,0,1.0,1.0,0.0
1537,True,False,1,1.0,1.0,1.0
1538,True,False,0,1.0,1.0,1.0
1539,True,True,1,0.0,1.0,1.0
1540,True,False,0,1.0,1.0,1.0
1541,True,False,0,1.0,1.0,1.0
1542,True,True,0,1.0,2.0,1.0
1543,True,False,0,1.0,1.0,1.0
1544,True,True,0,1.0,1.0,1.0
1545,True,False,1,1.0,1.0,0.0
1546,True,False,0,1.0,1.0,1.0
1547,True,True,1,0.0,1.0,1.0
1548,True,True,1,0.0,1.0,1.0
1549,True,False,0,1.0,1.0,1.0
1550,True,False,0,1.0,2.0,1.0
1551,True,False,0,1.0,1.0,1.0
1552,False,True,1,1.0,1.0,0.0
1554,True,False,1,0.0,1.0,1.0
1555,True,False,1,1.0,1.0,1.0
1557,True,False,1,1.0,2.0,1.0
1558,True,False,0,1.0,1.0,1.0
1559,True,True,1,1.0,2.0,0.0
1560,True,False,0,1.0,2.0,1.0
1561,True,False,1,1.0,1.0,1.0
1562,True,True,1,1.0,1.0,1.0
1563,True,False,0,1.0,1.0,0.0
1564,True,False,1,1.0,1.0,1.0
1565,True,False,1,1.0,1.0,0.0
1566,True,False,0,1.0,1.0,1.0
1567,True,False,0,1.0,1.0,0.0
1568,True,False,1,1.0,1.0,0.0
1569,True,False,0,1.0,1.0,1.0
1570,True,True,0,1.0,1.0,1.0
1571,True,False,0,1.0,2.0,0.0
1572,True,False,0,1.0,1.0,0.0
1573,True,True,0,1.0,1.0,0.0
1574,True,False,1,1.0,1.0,0.0
1575,True,False,1,1.0,1.0,0.0
1576,True,True,0,1.0,2.0,1.0
1577,True,True,1,1.0,1.0,1.0
1578,True,False,1,1.0,1.0,1.0
1579,True,False,0,1.0,1.0,1.0
1580,True,True,0,1.0,1.0,0.0
1581,True,False,0,1.0,1.0,1.0
1582,True,False,1,0.0,1.0,1.0
1583,True,True,0,1.0,1.0,1.0
1585,True,True,0,1.0,1.0,1.0
1586,True,False,0,1.0,1.0,1.0
1587,True,True,1,1.0,1.0,1.0
1588,True,False,0,1.0,1.0,1.0
1589,True,False,0,1.0,1.0,1.0
1590,True,True,1,0.0,1.0,1.0
1591,True,True,0,1.0,1.0,0.0
1592,True,True,1,1.0,1.0,1.0
1593,True,True,0,1.0,1.0,0.0
1594,True,False,1,1.0,1.0,0.0
1595,True,True,0,0.0,1.0,0.0
1596,True,True,1,1.0,1.0,1.0
1597,True,False,1,1.0,1.0,0.0
1598,True,False,0,1.0,1.0,0.0
1599,True,True,1,1.0,1.0,1.0
1600,True,False,0,1.0,2.0,1.0
1601,True,False,1,1.0,1.0,1.0
1602,True,False,1,1.0,1.0,1.0
1603,True,False,0,1.0,1.0,1.0
1604,True,False,0,1.0,2.0,1.0
1605,True,False,0,1.0,1.0,1.0
1607,True,True,0,1.0,1.0,0.0
1608,True,False,0,1.0,1.0,0.0
1609,True,False,1,1.0,1.0,0.0
1610,True,False,1,1.0,1.0,0.0
1611,True,False,1,1.0,1.0,1.0
1612,True,False,1,1.0,1.0,0.0
1613,True,True,1,1.0,1.0,1.0
1614,True,False,1,1.0,1.0,1.0
1615,True,True,0,1.0,1.0,1.0
1616,True,True,1,1.0,2.0,1.0
1617,True,False,0,1.0,1.0,1.0
1619,True,True,1,0.0,1.0,1.0
1620,True,True,1,1.0,1.0,1.0
1623,True,False,1,1.0,1.0,0.0
1624,True,True,0,0.0,1.0,0.0
1625,True,True,0,1.0,1.0,1.0
1626,True,True,0,1.0,1.0,0.0
1627,True,False,1,1.0,1.0,1.0
1628,True,True,0,1.0,1.0,1.0
1629,True,False,1,0.0,1.0,0.0
1630,True,True,0,0.0,2.0,0.0
1631,True,True,1,1.0,1.0,1.0
1632,True,False,1,1.0,1.0,1.0
1633,True,False,1,1.0,1.0,1.0
1634,True,True,0,1.0,1.0,1.0
1635,True,True,0,1.0,2.0,1.0
1636,True,False,0,0.0,1.0,1.0
1637,True,False,1,1.0,1.0,1.0
1638,True,True,0,1.0,1.0,1.0
1639,True,True,1,1.0,2.0,0.0
1640,True,False,0,1.0,1.0,0.0
1641,True,False,0,1.0,1.0,1.0
1642,True,True,1,1.0,1.0,1.0
1643,True,False,0,1.0,1.0,1.0
1644,True,True,0,0.0,1.0,0.0
1645,True,False,0,0.0,1.0,1.0
1646,True,False,0,0.0,1.0,1.0
1649,True,True,1,1.0,2.0,1.0
1650,True,True,0,0.0,1.0,1.0
1651,True,True,0,1.0,2.0,0.0
1652,True,False,1,0.0,1.0,0.0
1654,True,False,0,1.0,1.0,1.0
1655,True,True,0,1.0,1.0,1.0
1656,True,True,0,1.0,1.0,1.0
1657,True,True,1,1.0,1.0,1.0
1658,True,False,1,1.0,1.0,0.0
1659,True,True,0,1.0,1.0,1.0
1660,True,True,1,1.0,1.0,0.0
1661,False,True,1,1.0,1.0,0.0
1662,False,True,1,1.0,1.0,1.0
1663,True,False,1,1.0,1.0,1.0
1664,True,True,0,1.0,1.0,0.0
1665,True,False,0,1.0,1.0,1.0
1666,True,False,0,1.0,1.0,1.0
1667,False,True,0,1.0,1.0,1.0
1668,True,False,0,1.0,1.0,1.0
1669,True,False,0,1.0,1.0,1.0
1670,True,False,1,1.0,1.0,1.0
1671,True,True,0,0.0,1.0,1.0
1672,True,False,0,0.0,1.0,0.0
1673,True,True,0,1.0,1.0,1.0
1674,True,False,1,1.0,1.0,0.0
1675,True,False,0,1.0,1.0,1.0
1676,True,False,0,1.0,1.0,1.0
1677,True,True,0,1.0,1.0,1.0
1678,True,True,0,1.0,1.0,1.0
1679,True,False,0,1.0,2.0,0.0
1680,True,True,0,1.0,1.0,1.0
1681,True,False,0,1.0,1.0,1.0
1682,True,True,0,1.0,2.0,1.0
1683,True,False,1,1.0,1.0,0.0
1684,True,False,0,0.0,1.0,1.0
1685,True,True,0,1.0,1.0,0.0
1686,True,False,0,1.0,1.0,1.0
1688,True,False,0,1.0,1.0,1.0
1689,True,False,0,1.0,1.0,1.0
1690,True,False,0,1.0,1.0,1.0
1691,True,False,1,1.0,1.0,0.0
1692,True,False,1,1.0,1.0,0.0
1693,True,False,0,1.0,1.0,1.0
1694,True,False,1,1.0,1.0,0.0
1695,True,False,1,1.0,1.0,0.0
1696,True,False,0,1.0,1.0,0.0
1697,True,True,0,1.0,1.0,0.0
1698,True,True,0,1.0,1.0,1.0
1699,True,True,0,1.0,1.0,1.0
1700,True,False,1,1.0,1.0,0.0
1701,True,False,0,1.0,1.0,1.0
1702,True,True,0,1.0,1.0,1.0
1703,True,True,0,1.0,1.0,1.0
1704,True,False,1,0.0,1.0,1.0
1705,True,False,0,0.0,1.0,1.0
1706,True,True,1,1.0,1.0,1.0
1707,True,False,1,1.0,1.0,1.0
1708,True,True,1,0.0,1.0,1.0
1709,True,False,1,1.0,1.0,1.0
1710,True,False,0,1.0,1.0,1.0
1711,True,False,0,1.0,2.0,1.0
1712,True,True,1,1.0,1.0,1.0
1713,True,True,1,0.0,1.0,0.0
1714,True,False,1,1.0,1.0,0.0
1715,True,False,1,1.0,2.0,1.0
1716,True,False,1,1.0,1.0,1.0
1717,True,False,0,1.0,1.0,1.0
1718,True,False,1,1.0,1.0,1.0
1719,True,False,0,1.0,1.0,1.0
1720,False,True,1,1.0,1.0,1.0
1721,True,True,1,1.0,1.0,1.0
1722,True,False,1,1.0,1.0,0.0
1723,True,False,1,1.0,1.0,1.0
1724,True,True,0,1.0,2.0,1.0
1725,True,False,1,1.0,1.0,1.0
1726,True,False,0,1.0,1.0,0.0
1727,True,False,0,1.0,1.0,1.0
1728,True,False,1,1.0,1.0,0.0
1729,True,True,0,1.0,1.0,1.0
1730,True,False,0,0.0,1.0,1.0
1731,True,True,0,0.0,1.0,1.0
1732,True,True,0,1.0,1.0,0.0
1733,True,True,1,1.0,1.0,1.0
1734,False,False,0,1.0,1.0,1.0
1735,True,False,1,1.0,1.0,1.0
1736,False,False,1,0.0,1.0,0.0
1738,True,False,1,1.0,2.0,1.0
1739,True,False,1,1.0,2.0,1.0
1740,True,False,0,1.0,0.0,0.0
1741,True,False,0,1.0,1.0,1.0
1742,True,False,1,1.0,1.0,1.0
1743,True,True,0,1.0,1.0,1.0
1744,True,False,1,1.0,1.0,0.0
1745,True,True,0,1.0,1.0,1.0
1746,True,False,1,1.0,1.0,0.0
1747,True,False,1,1.0,1.0,1.0
1748,True,False,0,1.0,2.0,1.0
1749,True,False,0,1.0,1.0,1.0
1750,True,False,1,1.0,1.0,0.0
1751,True,False,1,1.0,1.0,1.0
1752,True,False,0,1.0,1.0,1.0
1753,True,True,0,1.0,1.0,1.0
1755,True,True,1,0.0,1.0,1.0
1756,True,False,0,1.0,1.0,1.0
1757,True,True,1,1.0,1.0,1.0
1758,True,True,1,0.0,1.0,1.0
1759,True,False,1,1.0,1.0,1.0
1760,True,False,0,1.0,1.0,1.0
1761,True,False,1,0.0,1.0,0.0
1762,True,False,0,1.0,2.0,1.0
1764,True,True,1,1.0,1.0,0.0
1765,True,False,1,1.0,1.0,1.0
1767,False,True,0,0.0,1.0,0.0
1768,True,True,1,1.0,1.0,1.0
1769,False,False,1,1.0,1.0,0.0
1770,True,False,0,1.0,1.0,1.0
1771,True,False,0,1.0,2.0,1.0
1772,True,False,1,1.0,1.0,1.0
1773,True,True,0,1.0,1.0,1.0
1774,True,True,0,1.0,2.0,1.0
1775,True,True,0,1.0,1.0,0.0
1776,True,False,1,0.0,1.0,0.0
1778,True,False,1,1.0,1.0,1.0
1779,True,True,0,1.0,1.0,1.0
1780,True,False,0,1.0,1.0,1.0
1781,True,False,0,0.0,1.0,1.0
1782,True,False,1,0.0,1.0,0.0
1783,True,False,1,1.0,1.0,1.0
1786,True,True,0,1.0,1.0,0.0
1787,True,True,1,1.0,1.0,0.0
1788,True,True,0,1.0,1.0,1.0
1789,True,False,1,0.0,1.0,0.0
1790,True,False,1,1.0,1.0,1.0
1791,True,False,1,1.0,1.0,1.0
1792,True,True,1,1.0,1.0,1.0
1793,True,True,1,1.0,1.0,1.0
1794,True,True,0,1.0,1.0,1.0
1795,True,False,1,1.0,1.0,0.0
1796,True,True,0,1.0,1.0,1.0
1797,True,True,0,1.0,1.0,1.0
1798,True,True,1,1.0,2.0,0.0
1799,True,False,1,1.0,1.0,1.0
1800,True,True,1,1.0,1.0,1.0
1801,True,False,0,1.0,1.0,1.0
1802,True,True,1,1.0,1.0,1.0
1803,True,True,1,1.0,1.0,0.0
1804,False,False,0,1.0,1.0,1.0
1805,True,False,0,1.0,1.0,1.0
1806,True,True,0,1.0,1.0,0.0
1807,True,True,1,1.0,2.0,1.0
1808,True,True,1,1.0,1.0,1.0
1809,True,False,1,1.0,1.0,1.0
1810,True,False,1,0.0,1.0,1.0
1811,True,True,0,1.0,1.0,1.0
1812,True,False,1,1.0,1.0,1.0
1813,True,True,1,1.0,1.0,1.0
1814,True,True,0,1.0,1.0,1.0
1815,True,True,1,1.0,2.0,1.0
1816,True,False,0,1.0,1.0,0.0
1817,True,True,1,1.0,1.0,1.0
1818,True,True,1,1.0,1.0,1.0
1819,True,True,0,1.0,1.0,0.0
1820,True,False,1,1.0,1.0,1.0
1821,True,False,0,0.0,2.0,1.0
1822,True,False,0,0.0,1.0,0.0
1823,False,True,0,1.0,1.0,1.0
1824,True,True,0,1.0,1.0,0.0
1825,True,False,0,1.0,1.0,1.0
1826,True,False,0,1.0,1.0,1.0
1827,True,False,1,1.0,1.0,0.0
1828,True,False,1,1.0,1.0,1.0
1829,True,True,1,1.0,1.0,1.0
1831,True,False,0,0.0,2.0,0.0
1832,True,True,0,1.0,0.0,1.0
1833,True,False,1,1.0,1.0,1.0
1834,True,False,1,1.0,1.0,1.0
1835,True,True,0,0.0,1.0,1.0
1836,True,False,0,1.0,1.0,0.0
1837,True,False,0,1.0,1.0,1.0
1838,True,False,0,1.0,1.0,1.0
1839,True,True,0,0.0,1.0,1.0
1840,True,False,1,1.0,1.0,0.0
1842,True,False,1,1.0,2.0,1.0
1843,True,False,1,1.0,1.0,1.0
1844,True,False,1,0.0,0.0,0.0
1845,True,False,0,1.0,2.0,1.0
1846,True,False,0,1.0,1.0,1.0
1847,True,True,0,1.0,1.0,1.0
1848,True,False,1,1.0,1.0,1.0
1849,True,True,0,1.0,1.0,0.0
1850,True,False,0,1.0,1.0,0.0
1851,False,False,0,1.0,1.0,1.0
1852,True,False,1,1.0,1.0,1.0
1853,True,False,0,1.0,1.0,0.0
1854,True,False,1,0.0,2.0,1.0
1855,True,False,0,1.0,1.0,1.0
1857,True,False,1,1.0,1.0,1.0
1858,True,False,0,1.0,1.0,1.0
1859,False,False,0,1.0,1.0,1.0
1860,False,False,1,1.0,1.0,1.0
1861,True,True,1,1.0,1.0,1.0
1862,True,False,0,1.0,1.0,0.0
1864,True,True,0,1.0,1.0,1.0
1865,True,True,0,1.0,1.0,1.0
1866,True,True,1,1.0,1.0,0.0
1867,True,True,0,1.0,1.0,1.0
1868,True,False,0,1.0,1.0,1.0
1869,True,False,1,1.0,1.0,1.0
1870,True,True,0,1.0,2.0,0.0
1871,True,True,0,1.0,1.0,1.0
1872,True,False,0,1.0,1.0,1.0
1873,True,False,0,0.0,1.0,0.0
1874,True,False,0,0.0,1.0,0.0
1875,True,False,0,1.0,1.0,1.0
1876,True,False,1,1.0,1.0,1.0
1878,True,True,1,1.0,1.0,1.0
1879,True,False,1,1.0,1.0,1.0
1880,True,False,0,1.0,1.0,1.0
1881,True,False,0,1.0,1.0,1.0
1882,False,False,1,1.0,1.0,1.0
1883,True,True,0,1.0,1.0,1.0
1884,True,True,1,0.0,1.0,1.0
1885,True,True,1,1.0,1.0,0.0
1886,True,False,0,1.0,0.0,0.0
1887,True,False,0,1.0,1.0,1.0
1888,True,False,0,0.0,2.0,1.0
1889,True,False,0,1.0,1.0,0.0
1890,True,True,1,1.0,2.0,0.0
1891,True,True,1,1.0,0.0,1.0
1892,True,True,0,1.0,1.0,1.0
1893,True,True,0,1.0,1.0,1.0
1894,True,False,1,1.0,1.0,1.0
1895,True,True,0,1.0,1.0,1.0
1896,True,False,0,1.0,1.0,0.0
1897,True,False,0,1.0,1.0,1.0
1898,True,False,1,1.0,1.0,0.0
1899,True,True,0,1.0,1.0,1.0
1900,True,False,1,1.0,1.0,1.0
1901,True,False,0,1.0,1.0,1.0
1902,True,False,0,1.0,1.0,1.0
1903,True,False,0,0.0,1.0,0.0
1904,True,False,1,1.0,1.0,1.0
1905,True,False,0,1.0,1.0,1.0
1906,True,False,1,0.0,1.0,1.0
1907,True,True,0,1.0,1.0,1.0
1908,True,False,0,1.0,2.0,1.0
1909,True,True,0,1.0,1.0,1.0
1910,True,True,1,1.0,1.0,1.0
1911,True,False,1,1.0,1.0,1.0
1912,True,False,0,1.0,1.0,1.0
1913,True,True,0,1.0,1.0,1.0
1914,True,False,0,1.0,1.0,0.0
1915,True,True,0,0.0,2.0,0.0
1916,True,False,1,1.0,1.0,1.0
1917,True,False,0,1.0,1.0,1.0
1918,True,True,1,1.0,1.0,1.0
1919,True,True,0,1.0,1.0,1.0
1920,True,False,1,1.0,1.0,0.0
1921,True,False,0,1.0,1.0,1.0
1922,True,False,1,1.0,1.0,0.0
1923,True,False,1,1.0,1.0,0.0
1924,True,True,0,1.0,1.0,0.0
1926,False,False,0,1.0,1.0,1.0
1928,True,False,0,1.0,1.0,1.0
1929,False,False,0,1.0,1.0,1.0
1931,True,True,0,0.0,2.0,1.0
1932,True,False,0,1.0,1.0,0.0
1933,True,False,0,1.0,1.0,1.0
1934,True,False,1,1.0,1.0,0.0
1935,True,True,1,1.0,1.0,1.0
1936,True,False,1,1.0,1.0,1.0
1937,True,False,1,1.0,0.0,0.0
1938,True,True,1,1.0,2.0,0.0
1939,True,False,1,0.0,1.0,0.0
1940,True,False,1,1.0,1.0,1.0
1941,True,False,0,1.0,1.0,1.0
1942,True,False,1,0.0,1.0,0.0
1943,True,True,1,1.0,1.0,1.0
1944,True,False,0,1.0,1.0,1.0
1945,True,False,0,1.0,1.0,1.0
1946,True,True,0,1.0,2.0,1.0
1947,False,True,0,1.0,1.0,1.0
1948,True,True,1,1.0,1.0,0.0
1949,True,True,0,1.0,1.0,1.0
1950,True,False,0,1.0,1.0,0.0
1951,True,True,0,1.0,1.0,1.0
1952,True,True,0,1.0,1.0,1.0
1953,True,False,0,1.0,1.0,1.0
1954,True,True,1,1.0,1.0,0.0
1955,True,True,0,1.0,1.0,1.0
1956,True,False,1,1.0,1.0,1.0
1958,True,True,0,1.0,0.0,1.0
1959,True,False,0,1.0,1.0,0.0
1960,True,True,0,1.0,2.0,1.0
1961,True,False,0,1.0,1.0,1.0
1962,True,False,0,0.0,1.0,1.0
1963,True,False,1,1.0,1.0,1.0
1964,True,False,0,1.0,1.0,1.0
1966,True,True,0,1.0,1.0,1.0
1967,True,True,1,1.0,1.0,1.0
1968,True,False,1,1.0,1.0,1.0
1969,False,False,0,1.0,1.0,0.0
1970,True,True,0,1.0,1.0,1.0
1971,True,False,1,1.0,1.0,0.0
1972,True,True,0,1.0,1.0,1.0
1973,True,False,0,1.0,1.0,0.0
1974,True,True,0,1.0,1.0,1.0
1975,True,True,0,1.0,1.0,0.0
1976,True,True,1,1.0,1.0,0.0
1977,True,False,1,0.0,1.0,1.0
1978,True,False,1,1.0,0.0,1.0
1979,True,False,0,0.0,1.0,1.0
1980,True,True,1,1.0,1.0,1.0
1981,True,True,0,1.0,2.0,1.0
1982,True,False,1,1.0,1.0,1.0
1983,True,False,0,1.0,1.0,1.0
1984,True,False,0,0.0,1.0,1.0
1985,True,True,1,1.0,1.0,1.0
1986,True,False,0,1.0,1.0,0.0
1988,True,False,1,1.0,1.0,0.0
1989,True,False,1,1.0,1.0,1.0
1990,True,False,0,1.0,1.0,1.0
1993,True,False,0,1.0,1.0,0.0
1994,True,True,0,1.0,1.0,1.0
1995,True,False,0,1.0,1.0,1.0
1996,True,False,0,1.0,1.0,1.0
1997,True,False,1,1.0,1.0,0.0
1998,True,True,0,0.0,1.0,0.0
1999,True,True,0,1.0,1.0,1.0
2000,True,False,1,1.0,2.0,1.0
2001,True,False,1,1.0,1.0,0.0
2002,True,False,1,1.0,1.0,0.0
2003,True,True,1,1.0,1.0,1.0
2004,True,True,1,1.0,2.0,0.0
2005,True,False,1,1.0,1.0,1.0
2006,True,True,1,1.0,2.0,1.0
2007,True,False,0,1.0,2.0,0.0
2008,True,True,0,1.0,2.0,0.0
2009,True,False,0,1.0,1.0,0.0
2011,True,False,0,1.0,1.0,1.0
2012,True,False,0,1.0,1.0,1.0
2014,True,False,0,1.0,1.0,0.0
2015,True,True,0,1.0,1.0,0.0
2016,True,False,1,1.0,1.0,0.0
2017,True,True,0,0.0,1.0,0.0
2018,True,True,0,1.0,1.0,1.0
2019,True,False,0,1.0,1.0,1.0
2020,True,False,0,1.0,1.0,1.0
2021,True,False,1,1.0,1.0,1.0
2022,True,False,0,1.0,1.0,1.0
2023,True,False,0,1.0,1.0,1.0
2024,False,False,1,1.0,2.0,0.0
2025,False,True,0,1.0,2.0,0.0
2026,True,False,0,1.0,1.0,1.0
2028,True,False,0,0.0,1.0,0.0
2029,True,True,0,1.0,2.0,1.0
2031,True,False,0,1.0,1.0,1.0
2032,True,True,1,0.0,2.0,1.0
2034,True,False,0,1.0,1.0,1.0
2035,True,False,0,1.0,1.0,1.0
2036,True,True,1,1.0,1.0,0.0
2037,True,True,1,0.0,1.0,1.0
2039,True,True,0,1.0,1.0,1.0
2040,True,False,1,1.0,1.0,1.0
2041,False,False,0,1.0,1.0,1.0
2042,False,True,1,1.0,2.0,1.0
2043,True,True,1,1.0,2.0,1.0
2044,True,False,0,1.0,1.0,1.0
2045,False,False,0,1.0,1.0,1.0
2046,True,False,0,1.0,1.0,1.0
2047,True,False,0,1.0,1.0,1.0
2048,True,False,0,1.0,1.0,1.0
2049,True,False,1,1.0,1.0,1.0
2050,False,True,1,1.0,1.0,1.0
2051,False,False,0,1.0,1.0,0.0
2052,True,False,0,1.0,1.0,1.0
2053,True,False,0,1.0,1.0,0.0
2054,True,True,0,1.0,1.0,1.0
2055,True,True,1,1.0,1.0,0.0
2056,True,False,1,1.0,1.0,1.0
2057,True,False,1,1.0,1.0,1.0
2058,True,False,1,1.0,1.0,1.0
2059,True,True,0,1.0,2.0,1.0
2060,True,True,1,0.0,1.0,1.0
2061,True,False,0,1.0,1.0,1.0
2062,True,False,0,1.0,1.0,1.0
2063,True,False,1,1.0,1.0,0.0
2064,True,False,1,0.0,1.0,1.0
2065,True,True,1,1.0,1.0,1.0
2066,False,True,0,1.0,1.0,0.0
2067,False,True,0,1.0,1.0,1.0
2068,True,True,0,1.0,1.0,0.0
2069,True,True,0,1.0,1.0,1.0
2070,True,False,0,1.0,1.0,0.0
2071,True,True,0,1.0,1.0,1.0
2072,True,False,1,1.0,1.0,1.0
2073,True,False,0,0.0,1.0,0.0
2074,True,False,0,1.0,2.0,1.0
2075,True,False,1,1.0,1.0,0.0
2076,True,False,0,1.0,1.0,1.0
2077,True,False,0,1.0,1.0,1.0
2078,True,True,0,1.0,1.0,1.0
2080,True,False,1,0.0,2.0,0.0
2081,True,False,0,1.0,1.0,1.0
2082,True,False,0,1.0,1.0,1.0
2083,False,False,1,1.0,1.0,0.0
2084,True,False,0,1.0,1.0,1.0
2085,False,True,0,1.0,1.0,1.0
2086,True,True,0,1.0,1.0,1.0
2087,True,True,0,1.0,1.0,1.0
2088,True,False,0,1.0,1.0,1.0
2089,True,True,0,1.0,1.0,0.0
2090,True,True,1,1.0,1.0,1.0
2091,True,False,0,1.0,1.0,1.0
2092,True,False,0,1.0,1.0,1.0
2093,True,True,1,1.0,1.0,1.0
2094,True,False,1,1.0,1.0,0.0
2095,True,False,1,1.0,1.0,1.0
2096,True,True,0,1.0,1.0,1.0
2097,True,True,1,0.0,1.0,0.0
2098,True,True,0,1.0,2.0,1.0
2099,True,True,1,1.0,1.0,1.0
2100,True,True,0,1.0,1.0,1.0
2102,True,False,1,1.0,1.0,0.0
2103,True,False,1,1.0,1.0,1.0
2104,True,True,1,1.0,1.0,1.0
2105,True,False,1,1.0,1.0,1.0
2106,True,False,0,1.0,1.0,1.0
2107,True,False,1,1.0,1.0,1.0
2108,True,True,0,1.0,1.0,1.0
2109,True,True,0,1.0,1.0,1.0
2110,True,False,0,1.0,1.0,1.0
2111,True,False,0,1.0,1.0,1.0
2112,True,False,1,1.0,0.0,1.0
2113,False,True,0,1.0,2.0,0.0
2114,True,False,0,1.0,1.0,1.0
2115,True,False,1,0.0,1.0,1.0
2116,True,True,1,1.0,1.0,1.0
2117,True,False,0,1.0,1.0,1.0
2118,True,False,1,1.0,1.0,1.0
2119,True,False,0,1.0,0.0,1.0
2120,True,False,0,0.0,1.0,1.0
2121,True,False,1,1.0,1.0,0.0
2122,True,True,1,1.0,1.0,1.0
2123,True,True,0,1.0,1.0,1.0
2124,True,False,0,1.0,1.0,1.0
2125,True,False,1,1.0,1.0,1.0
2126,True,False,1,1.0,1.0,1.0
2127,True,False,0,1.0,1.0,0.0
2128,True,False,0,1.0,1.0,1.0
2129,True,False,1,1.0,1.0,0.0
2130,True,True,0,1.0,1.0,1.0
2131,True,True,0,0.0,1.0,0.0
2132,True,True,0,1.0,1.0,1.0
2133,True,True,0,0.0,1.0,1.0
2134,True,True,1,1.0,0.0,0.0
2135,True,False,1,1.0,1.0,0.0
2136,False,True,0,1.0,1.0,1.0
2137,True,False,0,1.0,2.0,1.0
2138,True,False,0,1.0,1.0,1.0
2139,False,False,1,1.0,1.0,0.0
2142,True,True,0,1.0,1.0,1.0
2143,True,False,1,0.0,1.0,0.0
2144,True,False,0,0.0,1.0,0.0
2145,True,False,1,1.0,1.0,1.0
2146,True,True,0,1.0,1.0,1.0
2147,True,False,0,1.0,1.0,1.0
2148,True,True,1,1.0,1.0,1.0
2149,False,False,0,1.0,0.0,1.0
2150,True,True,1,1.0,1.0,1.0
2151,True,True,0,1.0,2.0,1.0
2152,True,True,0,1.0,2.0,0.0
2153,True,False,0,0.0,1.0,0.0
2154,True,False,0,1.0,1.0,1.0
2155,True,True,1,1.0,2.0,1.0
2156,True,True,0,1.0,1.0,0.0
2157,True,True,1,1.0,1.0,1.0
2158,True,True,1,1.0,0.0,1.0
2159,True,False,0,1.0,1.0,1.0
2160,True,True,1,1.0,1.0,1.0
2161,True,True,0,1.0,1.0,1.0
2163,True,True,1,1.0,1.0,1.0
2164,True,True,0,1.0,2.0,1.0
2165,True,True,0,1.0,0.0,1.0
2166,True,False,1,1.0,1.0,1.0
2167,True,True,1,0.0,1.0,1.0
2168,True,False,1,1.0,1.0,1.0
2169,True,True,0,0.0,1.0,1.0
2170,True,True,0,0.0,2.0,0.0
2171,True,False,1,1.0,1.0,1.0
2172,True,False,0,1.0,1.0,1.0
2173,True,False,1,1.0,2.0,1.0
2174,True,True,0,1.0,1.0,0.0
2175,True,True,0,1.0,1.0,1.0
2176,True,False,1,1.0,1.0,0.0
2177,True,False,0,1.0,1.0,1.0
2178,True,True,1,1.0,1.0,0.0
2179,True,False,0,1.0,1.0,0.0
2180,True,False,1,1.0,1.0,1.0
2181,True,True,1,1.0,1.0,1.0
2182,True,True,0,1.0,1.0,1.0
2183,True,False,0,1.0,2.0,1.0
2184,True,True,0,1.0,1.0,0.0
2185,True,False,1,1.0,1.0,1.0
